lat,lng,year,map_name,address_1,address_2,address_3,address_4,protocols,district_id,division_id,internal_id,archive_name,district_name,election_type,internal_name,abroad_district_id,total_registered_voters,total_registered_voters_men,total_registered_voters_women,participated,participated_confidence,invalid_ballots,invalid_ballots_confidence,total_votes,Party || 1 || მიხეილ ანთაძე,Party || 10 || შალვა ნათელაშვილი,Party || 13 || ზვიად მეხატიშვილი,Party || 17 || გიორგი ლილუაშვილი,Party || 18 || აკაკი ასათიანი,Party || 2 || დავით ბაქრაძე,Party || 21 || კახა კუკავა,Party || 22 || ოთარ მეუნარგია,Party || 23 || ირაკლი გორგაძე,Party || 25 || დავით უსუფაშვილი,Party || 27 || ზვიადი ბაღდავაძე,Party || 28 || მიხეილ სალუაშვილი,Party || 30 || ზვიად იაშვილი,Party || 31 || თამარი ცხორაგაული,Party || 35 || გელა ხუციშვილი,Party || 36 || ზურაბ ჯაფარიძე,Party || 4 || ვახტანგ გაბუნია,Party || 40 || ლევანი ჩხეიძე,Party || 48 || სალომე ზურაბიშვილი,Party || 49 || ბესარიონ თედიაშვილი,Party || 5 || გრიგოლ ვაშაძე,Party || 51 || გიორგი ანდრიაძე,Party || 58 || კახაბერ ჭიჭინაძე,Party || 62 || ვლადიმერ ნონიკაშვილი,Party || 65 || თეიმურაზ შაშიაშვილი,Party || 999 || Other
41.61442363909594,43.882007002830505,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ბერთას,სკოლის შენობა,სოფ. ბერთა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_25_33.html,25,33,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#25 წალკა,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,433,218,215,65,3,3,3,62,0,4,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,21,0,19,3,0,1,0,0
42.16557459670379,42.35067577872928,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ქალაქი,მე-11 საჯარო სკოლა,თელიას ქ #4,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_54_2.html,54,2,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#54 სამტრედია,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,876,369,507,386,3,7,3,379,1,20,0,0,0,36,3,0,0,2,0,0,0,3,1,6,0,0,127,1,171,2,0,0,6,0
42.39088182665314,41.805338859558105,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ხამისკური,საჯარო სკოლის შენობა,სოფ.ხამისკური,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_66_25.html,66,25,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#66 ხობი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1182,618,564,613,3,17,2,596,0,9,0,0,0,76,36,0,0,36,0,2,0,0,0,2,1,0,218,2,213,0,0,0,1,0
42.3200067,43.4329113,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,მოხვის საარჩევნო უბანი,მოხვის საჯარო სკოლის შენობა,სოფ. მოხვა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_50_41.html,50,41,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#50 საჩხერე,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,368,177,191,175,3,1,3,174,0,0,0,0,0,57,1,1,0,2,0,1,0,0,0,0,0,1,98,0,12,0,0,0,1,0
41.72576234649175,44.73903561929626,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,N83 ბაგა ბაღი,ვაჟა-ფშაველას გამზ. #49,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_2_62.html,2,62,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#2 ვაკე,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1255,488,767,652,3,27,3,625,0,15,1,1,1,46,21,1,0,61,0,0,1,2,0,63,0,1,201,2,181,13,1,0,13,0
41.96648655478495,41.873531341552734,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,თხინვალის საჯარო სკოლა,ოზურგეთი სოფ. თხინვალი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_60_29.html,60,29,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#60 ოზურგეთი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,724,331,393,401,3,11,3,390,0,12,1,0,0,77,12,1,0,5,1,1,0,0,0,0,0,0,184,0,94,2,0,0,0,0
42.14316486732736,42.71779954433441,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ვარციხე,სოფ. ვარციხის სკოლის სპორტული დარბაზი,სოფ.ვარციხე,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_52_9.html,52,9,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#52 ბაღდათი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1015,499,516,635,3,15,3,620,0,16,0,0,0,92,3,0,0,5,0,1,0,2,0,3,2,0,206,0,286,1,1,0,2,0
42.71320988980084,42.05374956130754,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ქალაქი,ქ.ჯვარის ფოსტის შენობა,ქ.ჯვარი.რუსთაველის ქ.#14,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_68_26.html,68,26,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#68 წალენჯიხა,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1259,590,669,351,3,6,3,345,2,11,0,0,0,29,0,0,0,2,0,1,0,0,0,0,0,0,99,0,201,0,0,0,0,0
41.90921589984557,42.002373933792114,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,18 საგზაო სამმართველოს შენობა,ოზურგეთი ე. თაყაიშვილის ქ N 61,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_60_10.html,60,10,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#60 ოზურგეთი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,728,335,393,371,3,18,3,353,0,25,0,0,0,33,9,1,1,11,0,0,0,0,0,4,0,0,170,0,85,8,1,0,5,0
41.95595461543539,42.197102308273315,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,N37 ჭაჭიეთი,კერძო სახლი,სოფ. ჭაჭიეთი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_62_37.html,62,37,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#62 ჩოხატაური,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,151,71,80,98,3,4,3,94,1,5,1,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,38,0,27,0,0,0,0,0
41.98671214948941,44.11442236256562,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ქალაქ გორის ს/ უბანი,სამხატვრო სკოლა,ფარნავაზის ქ.N1,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_32_10.html,32,10,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#32 გორი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1329,595,734,691,3,26,3,665,0,36,0,1,1,61,9,0,0,13,0,0,1,4,0,26,0,1,236,1,257,12,0,1,5,0
41.6481788574767,41.64024879814758,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,მოსწავლე -ახალგაზრდობის სასახლე,კ. გამსახურდიას ქ.#37,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_79_3.html,79,3,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#79 ბათუმი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1495,657,838,537,3,15,3,522,0,30,0,0,0,31,9,0,0,19,0,1,1,2,0,16,0,2,153,2,246,5,2,0,3,0
41.4081974,43.5416301,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,კარტიკამი,ტერიტორიალური ორგანოს შენობა,სოფ. კარტიკამი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_40_34.html,40,34,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#40 ახალქალაქი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1196,469,727,459,3,7,3,451,0,0,0,0,0,22,0,0,0,0,0,4,0,2,0,0,0,2,312,4,105,0,0,0,0,0
42.04807767484438,44.154143929481506,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ხელთუბნის ს/ უბანი,საბავშვო ბაგა- ბაღი,სოფ. ხელთუბანი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_32_88.html,32,88,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#32 გორი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1019,521,498,430,3,7,3,423,0,17,0,0,0,47,5,0,0,4,0,0,0,1,0,3,0,0,150,0,195,1,0,0,0,0
41.5497335,45.0170641,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,N16 საჯარო სკოლა,სალომე უჯარმელის ქ. 14ა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_20_13.html,20,13,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#20 რუსთავი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1521,664,857,517,3,22,3,495,0,24,0,2,0,82,5,0,0,7,0,0,0,0,16,0,1,0,65,0,281,7,1,1,3,0
41.881829373538636,41.90550059080124,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ჯიხანჯურის ს/უ,ჯიხანჯურის საჯარო სკოლა,სოფ. ჯიხანჯური რუსთაველის N3,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_81_56.html,81,56,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#81 ქობულეთი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1036,515,521,662,3,14,3,648,0,8,0,0,0,34,3,0,0,1,0,2,0,0,0,0,0,1,154,1,443,0,0,0,1,0
42.20607048447288,44.03119683265686,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,დიცის ს/ უბანი,საჯარო სკოლა,სოფ. დიცი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_32_38.html,32,38,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#32 გორი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1060,532,528,541,2,7,3,534,0,19,0,0,0,57,2,1,0,75,1,0,1,1,1,8,0,1,161,1,202,0,0,0,3,0
42.2199625,43.3368596,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,№ 39 ნიგოზეთის საარჩევნო უბანი,ნიგოზეთის საჯარო სკოლა,სოფ. ნიგოზეთი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_56_39.html,56,39,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#56 ჭიათურა,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,511,274,237,243,3,5,3,238,0,5,0,0,0,59,4,0,0,4,2,1,0,0,0,1,0,0,108,0,54,0,0,0,0,0
43.022302519386194,42.189780754492176,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ქვედა მარღი,ყოფილი საკრებულოს შენობა,ქვედა მარღი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_47_37.html,47,37,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#47 მესტია,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,391,207,184,192,3,1,3,192,0,14,0,0,0,29,4,0,0,3,0,2,0,0,0,1,0,0,119,0,18,0,0,0,2,0
41.6721091,44.881629400000065,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,#83-ე საჯარო სკოლა,მოსკ.გამზ. #37,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_6_111.html,6,111,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#6 სამგორი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1518,626,892,578,3,18,3,560,0,25,0,0,0,46,10,0,0,17,0,1,0,0,0,27,0,2,155,3,255,13,0,0,6,0
41.77656856112963,44.813328981399536,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,"კერძო სკოლა \""თამარიონი\""",ზღვისუბნის დას. 11მკრ. 2 კვარტალი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_9_73.html,9,73,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#9 ნაძალადევი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1491,620,871,555,3,21,2,534,1,25,0,0,0,31,8,0,0,13,0,0,0,0,2,30,0,17,177,3,213,8,1,0,5,0
41.79075678898741,44.759679436683655,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,N186 საჯარო სკოლა,"დ/დიღომი, პეტრიწის N8ბ, I სართ",,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_3_73.html,3,73,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#3 საბურთალო,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1485,645,840,772,3,25,3,747,2,26,0,0,0,42,15,1,0,73,0,1,0,3,2,54,0,2,275,3,232,11,0,1,4,0
42.17466304351166,43.49869748416131,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ჭალოვანის საარჩევნო უბანი,ჭალოვანის საჯარო სკოლა,სოფ. ჭალოვანი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_50_48.html,50,48,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#50 საჩხერე,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,649,360,289,296,3,5,3,291,0,4,0,0,0,14,0,0,0,5,0,0,0,1,1,2,1,2,219,2,36,1,1,0,2,0
42.596023,43.4397456,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,N17 შეუბნის საარჩენო უბანი,სოფელი შეუბანი,ადმინისტრაციული შენობა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_43_17.html,43,17,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#43 ონი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,423,220,203,244,3,3,3,241,0,10,0,0,0,44,3,0,0,3,0,0,0,1,2,1,0,0,83,0,91,0,2,0,1,0
42.30781431066617,42.48891265292809,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ახალშენი,ახალშენის N 2 საბავშვო ბაღი,სოფ.ახალშენი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_55_13.html,55,13,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#55 ხონი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,496,248,248,278,3,3,3,275,0,9,0,0,0,56,0,0,2,1,0,0,0,0,0,2,0,0,93,0,112,0,0,0,0,0
42.00085136666561,43.441057205200195,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,წიფის,საჯარო სკოლა,სოფ. წიფა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_48_28.html,48,28,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#48 ხარაგაული,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,635,327,308,383,3,4,3,379,1,14,0,0,0,42,8,0,0,9,0,0,0,0,0,2,0,1,202,0,95,0,0,0,5,0
41.741979370715086,44.7736586183853,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,#92–ე ბაგა–ბაღი,სამტრედიის ქ. #38,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_8_18.html,8,18,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#8 დიდუბე,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1230,535,695,592,3,26,3,566,2,21,0,0,2,35,15,0,0,18,0,2,0,2,1,49,0,0,191,0,212,11,0,0,5,0
41.983575577640536,44.520699977874756,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ქსოვრისის,საბავშვო ბაღი,"სოფ. ქსოვრისი, მშვიდობის ქ. №9",,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_27_19.html,27,19,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#27 მცხეთა,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1267,638,629,656,3,18,3,638,0,68,1,0,0,55,2,0,0,8,0,1,0,0,0,8,0,0,220,2,260,6,0,0,7,0
41.95613918665885,42.95706868171692,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ხანი,სოფ.ხანის საჯარო სკოლა,სოფ.ხანი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_52_22.html,52,22,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#52 ბაღდათი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,542,272,270,291,3,3,3,288,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0,160,0,92,0,0,0,2,0
42.5725893,42.7811604,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ღვირიშის,სასოფლო კლუბის შენობა,სოფ.ღვირიში,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_45_26.html,45,26,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#45 ცაგერი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,165,82,83,202,2,1,3,101,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,71,1,20,0,0,0,0,0
41.65978399157663,41.683016375234956,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,რუსთაველის სახელობის უნივერსიტეტის სამეცნიერო კვლევითი ცენტრი,ი.გრიშაშვილის ქ.#5,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_79_45.html,79,45,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#79 ბათუმი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1417,587,830,614,3,24,3,590,1,30,1,0,1,32,3,1,0,8,0,1,0,1,1,6,3,0,213,1,271,11,0,0,5,0
41.7061921,44.8441492,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,136-ე ბაგა ბაღი,ვაზისუბნის 2 მიკრო რაიონი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_5_66.html,5,66,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#5 ისანი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1339,605,734,524,3,29,3,495,0,20,0,2,2,55,18,0,0,13,0,1,0,2,0,22,1,0,130,8,209,8,0,0,4,0
41.402191461314146,46.44880324602127,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,არხილოსკალო,საბავშვო ბაღის შენობა,სოფ. არხილოსკალო,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_14_14.html,14,14,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#14 დედოფლისწყარო,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1030,502,528,451,3,11,3,440,1,36,1,0,1,22,2,1,0,4,0,0,0,1,0,5,0,2,278,0,81,3,0,1,1,0
42.5558345,42.6534846,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ისუნდრის,საჯარო სკოლის შენობა,სოფ.ისუნდერი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_45_7.html,45,7,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#45 ცაგერი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,103,59,44,59,3,3,3,56,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,22,1,0,0,0,0
42.1352343,41.6899181,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,ყოფ. სანიჩბოსნო ბაზა,ბესიკის N27,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_70_31.html,70,31,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#70 ფოთი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1276,590,686,555,3,23,3,532,1,20,0,0,3,62,13,0,1,6,0,3,0,0,1,8,1,1,240,3,155,12,0,0,2,0
42.1036956,44.2173064,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ზერტის ს/ უბანი,საჯარო სკოლა,სოფ ზერტი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_32_89.html,32,89,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#32 გორი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,821,433,388,303,3,7,3,296,0,25,0,0,0,41,3,0,0,1,0,3,0,0,0,1,0,0,93,1,127,0,0,0,1,0
41.84136400645728,46.12290143966675,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,კაბალი II,კაბლის №2 საჯარო სკოლა,სოფელი კაბალი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_15_19.html,15,19,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#15 ლაგოდეხი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1279,634,645,449,3,5,3,444,0,3,1,1,1,47,0,0,0,0,0,3,0,0,0,2,1,0,149,1,234,0,0,0,1,0
42.0515425,42.3217385,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ზედა ეწერი,კორმაღლის საჯარო სკოლა,სოფ. კორმაღალი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_54_30.html,54,30,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#54 სამტრედია,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,742,378,364,327,3,9,2,317,0,12,0,0,0,62,1,0,0,6,0,4,0,0,0,0,1,0,104,0,126,1,0,0,0,0
41.5726196,44.9685671,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,N 32 საბავშვო ბაღი,21-ე მკრ. რ-ნი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_20_42.html,20,42,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#20 რუსთავი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1280,583,697,559,3,19,3,540,0,27,0,0,1,50,12,0,0,12,0,0,0,2,1,23,0,1,151,1,244,8,2,0,5,0
42.10528321245164,43.31093788146973,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,საქასრიის,ვაშლევის საჯარო სკოლა,სოფ. ვაშლევი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_48_6.html,48,6,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#48 ხარაგაული,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,427,217,210,265,3,5,3,260,0,4,0,1,0,10,2,0,0,0,0,1,0,0,0,0,1,0,156,0,83,0,0,0,2,0
42.04517760164898,45.50261914730072,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ნაფარეულის ქვემო,საჯარო სკოლის შენობა,სოფ.ნაფარეული,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_17_50.html,17,50,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#17 თელავი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1076,512,564,563,3,16,3,547,0,19,1,0,0,33,2,0,1,2,0,2,0,1,1,7,0,1,176,0,296,4,0,0,1,0
42.530387866760314,43.29024984964599,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,#3 ბარის საარჩევნო უბანი,სოფ. ბარი,ადმინისტრაციული შენობა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_43_3.html,43,3,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#43 ონი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,83,47,36,50,3,1,3,49,0,3,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,1,24,0,13,0,0,0,0,0
41.4115243,44.2000806,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ბახჩალარის N30,საჯარო სკოლის შენობა,სოფ.ბახჩალარი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_24_30.html,24,30,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#24 დმანისი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,151,82,69,64,3,0,3,64,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,33,1,20,0,0,0,0,0
42.047651436121555,44.76100444793701,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ბულაჩაური,ს. ბულაჩაურის საჯარო სკოლა,ს. ბულაჩაური,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_28_40.html,28,40,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#28 დუშეთი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,588,307,281,274,3,2,3,272,0,26,0,0,0,11,2,0,0,7,0,0,0,3,0,7,0,0,131,0,81,2,0,0,2,0
